date,interval,interval_start,line_key,channel,contacts,on_phone_required,rostered_required,service_level,occupancy,binding_constraint
2026-08-30,0,00:00,operations.messaging,messaging,0.59,0.84,1.16,1.0,0.8,workload
2026-08-30,1,00:30,operations.messaging,messaging,0.59,0.84,1.16,1.0,0.8,workload
2026-08-30,2,01:00,operations.messaging,messaging,0.59,0.84,1.16,1.0,0.8,workload
2026-08-30,3,01:30,operations.messaging,messaging,0.59,0.84,1.16,1.0,0.8,workload
2026-08-30,4,02:00,operations.messaging,messaging,0.59,0.84,1.16,1.0,0.8,workload
2026-08-30,5,02:30,operations.messaging,messaging,0.59,0.84,1.16,1.0,0.8,workload
2026-08-30,6,03:00,operations.messaging,messaging,0.59,0.84,1.16,1.0,0.8,workload
2026-08-30,7,03:30,operations.messaging,messaging,0.59,0.84,1.16,1.0,0.8,workload
2026-08-30,8,04:00,operations.messaging,messaging,0.59,0.84,1.16,1.0,0.8,workload
2026-08-30,9,04:30,operations.messaging,messaging,0.6,0.84,1.16,1.0,0.8,workload
2026-08-30,10,05:00,operations.messaging,messaging,0.68,0.84,1.16,1.0,0.8,workload
2026-08-30,11,05:30,operations.messaging,messaging,1.05,0.84,1.16,1.0,0.8,workload
2026-08-30,12,06:00,operations.messaging,messaging,2.08,0.84,1.16,1.0,0.8,workload
2026-08-30,13,06:30,operations.messaging,messaging,3.78,0.84,1.16,1.0,0.8,workload
2026-08-30,14,07:00,operations.messaging,messaging,5.24,0.84,1.16,1.0,0.8,workload
2026-08-30,15,07:30,operations.messaging,messaging,5.78,0.84,1.16,1.0,0.8,workload
2026-08-30,16,08:00,operations.messaging,messaging,6.16,0.84,1.16,1.0,0.8,workload
2026-08-30,17,08:30,operations.messaging,messaging,7.45,0.84,1.16,1.0,0.8,workload
2026-08-30,18,09:00,operations.messaging,messaging,9.43,0.84,1.16,1.0,0.8,workload
2026-08-30,19,09:30,operations.messaging,messaging,11.03,0.84,1.16,1.0,0.8,workload
2026-08-30,20,10:00,operations.messaging,messaging,11.4,0.84,1.16,1.0,0.8,workload
2026-08-30,21,10:30,operations.messaging,messaging,10.39,0.84,1.16,1.0,0.8,workload
2026-08-30,22,11:00,operations.messaging,messaging,8.5,0.84,1.16,1.0,0.8,workload
2026-08-30,23,11:30,operations.messaging,messaging,6.27,0.84,1.16,1.0,0.8,workload
2026-08-30,24,12:00,operations.messaging,messaging,3.99,0.84,1.16,1.0,0.8,workload
2026-08-30,25,12:30,operations.messaging,messaging,2.73,0.84,1.16,1.0,0.8,workload
2026-08-30,26,13:00,operations.messaging,messaging,4.08,0.84,1.16,1.0,0.8,workload
2026-08-30,27,13:30,operations.messaging,messaging,6.92,0.84,1.16,1.0,0.8,workload
2026-08-30,28,14:00,operations.messaging,messaging,8.95,0.84,1.16,1.0,0.8,workload
2026-08-30,29,14:30,operations.messaging,messaging,9.61,0.84,1.16,1.0,0.8,workload
2026-08-30,30,15:00,operations.messaging,messaging,9.25,0.84,1.16,1.0,0.8,workload
2026-08-30,31,15:30,operations.messaging,messaging,8.22,0.84,1.16,1.0,0.8,workload
2026-08-30,32,16:00,operations.messaging,messaging,6.91,0.84,1.16,1.0,0.8,workload
2026-08-30,33,16:30,operations.messaging,messaging,5.69,0.84,1.16,1.0,0.8,workload
2026-08-30,34,17:00,operations.messaging,messaging,4.79,0.84,1.16,1.0,0.8,workload
2026-08-30,35,17:30,operations.messaging,messaging,4.24,0.84,1.16,1.0,0.8,workload
2026-08-30,36,18:00,operations.messaging,messaging,3.91,0.84,1.16,1.0,0.8,workload
2026-08-30,37,18:30,operations.messaging,messaging,3.63,0.84,1.16,1.0,0.8,workload
2026-08-30,38,19:00,operations.messaging,messaging,3.29,0.84,1.16,1.0,0.8,workload
2026-08-30,39,19:30,operations.messaging,messaging,2.85,0.84,1.16,1.0,0.8,workload
2026-08-30,40,20:00,operations.messaging,messaging,2.35,0.84,1.16,1.0,0.8,workload
2026-08-30,41,20:30,operations.messaging,messaging,1.85,0.84,1.16,1.0,0.8,workload
2026-08-30,42,21:00,operations.messaging,messaging,1.42,0.84,1.16,1.0,0.8,workload
2026-08-30,43,21:30,operations.messaging,messaging,1.09,0.84,1.16,1.0,0.8,workload
2026-08-30,44,22:00,operations.messaging,messaging,0.87,0.84,1.16,1.0,0.8,workload
2026-08-30,45,22:30,operations.messaging,messaging,0.73,0.84,1.16,1.0,0.8,workload
2026-08-30,46,23:00,operations.messaging,messaging,0.66,0.84,1.16,1.0,0.8,workload
2026-08-30,47,23:30,operations.messaging,messaging,0.62,0.84,1.16,1.0,0.8,workload
2026-08-17,0,00:00,quality.voice,voice,0.78,1.0,1.38,0.8106,0.1963,none
2026-08-17,1,00:30,quality.voice,voice,0.78,1.0,1.38,0.8106,0.1963,none
2026-08-17,2,01:00,quality.voice,voice,0.78,1.0,1.38,0.8106,0.1963,none
2026-08-17,3,01:30,quality.voice,voice,0.78,1.0,1.38,0.8106,0.1963,none
2026-08-17,4,02:00,quality.voice,voice,0.78,1.0,1.38,0.8106,0.1963,none
2026-08-17,5,02:30,quality.voice,voice,0.78,1.0,1.38,0.8106,0.1963,none
2026-08-17,6,03:00,quality.voice,voice,0.78,1.0,1.38,0.8106,0.1963,none
2026-08-17,7,03:30,quality.voice,voice,0.79,1.0,1.38,0.8105,0.1964,none
2026-08-17,8,04:00,quality.voice,voice,0.79,1.0,1.38,0.8101,0.1968,none
2026-08-17,9,04:30,quality.voice,voice,0.8,1.0,1.38,0.8065,0.2005,none
2026-08-17,10,05:00,quality.voice,voice,0.91,2.0,2.77,0.9786,0.1134,service_level
2026-08-17,11,05:30,quality.voice,voice,1.39,2.0,2.77,0.9521,0.1739,service_level
2026-08-17,12,06:00,quality.voice,voice,2.76,2.0,2.77,0.8331,0.3449,service_level
2026-08-17,13,06:30,quality.voice,voice,5.01,3.0,4.15,0.8552,0.4178,service_level
2026-08-17,14,07:00,quality.voice,voice,6.96,4.0,5.54,0.8947,0.435,service_level
2026-08-17,15,07:30,quality.voice,voice,7.67,4.0,5.54,0.8593,0.4794,service_level
2026-08-17,16,08:00,quality.voice,voice,8.18,4.0,5.54,0.8302,0.5113,service_level
2026-08-17,17,08:30,quality.voice,voice,9.89,5.0,6.92,0.8875,0.4948,service_level
2026-08-17,18,09:00,quality.voice,voice,12.51,6.0,8.31,0.8971,0.5217,service_level
2026-08-17,19,09:30,quality.voice,voice,14.63,6.0,8.31,0.8119,0.6101,service_level
2026-08-17,20,10:00,quality.voice,voice,15.13,7.0,9.69,0.9073,0.5405,service_level
2026-08-17,21,10:30,quality.voice,voice,13.79,6.0,8.31,0.8497,0.575,service_level
2026-08-17,22,11:00,quality.voice,voice,11.28,5.0,6.92,0.8239,0.5641,service_level
2026-08-17,23,11:30,quality.voice,voice,8.32,4.0,5.54,0.8213,0.5204,service_level
2026-08-17,24,12:00,quality.voice,voice,5.29,3.0,4.15,0.8348,0.4414,service_level
2026-08-17,25,12:30,quality.voice,voice,3.62,3.0,4.15,0.9352,0.3018,service_level
2026-08-17,26,13:00,quality.voice,voice,5.41,3.0,4.15,0.8262,0.451,service_level
2026-08-17,27,13:30,quality.voice,voice,9.19,5.0,6.92,0.9132,0.4598,service_level
2026-08-17,28,14:00,quality.voice,voice,11.87,6.0,8.31,0.9166,0.495,service_level
2026-08-17,29,14:30,quality.voice,voice,12.75,6.0,8.31,0.8891,0.5317,service_level
2026-08-17,30,15:00,quality.voice,voice,12.28,6.0,8.31,0.9046,0.5119,service_level
2026-08-17,31,15:30,quality.voice,voice,10.91,5.0,6.92,0.8423,0.5459,service_level
2026-08-17,32,16:00,quality.voice,voice,9.17,5.0,6.92,0.914,0.4586,service_level
2026-08-17,33,16:30,quality.voice,voice,7.55,4.0,5.54,0.8656,0.472,service_level
2026-08-17,34,17:00,quality.voice,voice,6.36,4.0,5.54,0.9201,0.3975,service_level
2026-08-17,35,17:30,quality.voice,voice,5.62,3.0,4.15,0.8095,0.4688,service_level
2026-08-17,36,18:00,quality.voice,voice,5.18,3.0,4.15,0.8429,0.4322,service_level
2026-08-17,37,18:30,quality.voice,voice,4.82,3.0,4.15,0.8683,0.4017,service_level
2026-08-17,38,19:00,quality.voice,voice,4.37,3.0,4.15,0.8965,0.364,service_level
2026-08-17,39,19:30,quality.voice,voice,3.78,3.0,4.15,0.9277,0.3153,service_level
2026-08-17,40,20:00,quality.voice,voice,3.11,3.0,4.15,0.956,0.2595,service_level
2026-08-17,41,20:30,quality.voice,voice,2.45,2.0,2.77,0.8646,0.3067,service_level
2026-08-17,42,21:00,quality.voice,voice,1.88,2.0,2.77,0.9162,0.2354,service_level
2026-08-17,43,21:30,quality.voice,voice,1.45,2.0,2.77,0.9484,0.1811,service_level
2026-08-17,44,22:00,quality.voice,voice,1.15,2.0,2.77,0.9664,0.1441,service_level
2026-08-17,45,22:30,quality.voice,voice,0.97,2.0,2.77,0.9756,0.1215,service_level
2026-08-17,46,23:00,quality.voice,voice,0.87,2.0,2.77,0.9802,0.109,service_level
2026-08-17,47,23:30,quality.voice,voice,0.82,1.0,1.38,0.8015,0.2057,none
2026-08-18,0,00:00,quality.voice,voice,0.73,1.0,1.38,0.8243,0.1822,none
2026-08-18,1,00:30,quality.voice,voice,0.73,1.0,1.38,0.8243,0.1822,none
2026-08-18,2,01:00,quality.voice,voice,0.73,1.0,1.38,0.8243,0.1822,none
2026-08-18,3,01:30,quality.voice,voice,0.73,1.0,1.38,0.8243,0.1822,none
2026-08-18,4,02:00,quality.voice,voice,0.73,1.0,1.38,0.8243,0.1822,none
2026-08-18,5,02:30,quality.voice,voice,0.73,1.0,1.38,0.8243,0.1822,none
2026-08-18,6,03:00,quality.voice,voice,0.73,1.0,1.38,0.8243,0.1822,none
2026-08-18,7,03:30,quality.voice,voice,0.73,1.0,1.38,0.8242,0.1823,none
2026-08-18,8,04:00,quality.voice,voice,0.73,1.0,1.38,0.8239,0.1826,none
2026-08-18,9,04:30,quality.voice,voice,0.74,1.0,1.38,0.8205,0.1861,none
2026-08-18,10,05:00,quality.voice,voice,0.84,2.0,2.77,0.9815,0.1053,service_level
2026-08-18,11,05:30,quality.voice,voice,1.29,2.0,2.77,0.9584,0.1614,service_level
2026-08-18,12,06:00,quality.voice,voice,2.56,2.0,2.77,0.8539,0.3201,service_level
2026-08-18,13,06:30,quality.voice,voice,4.65,3.0,4.15,0.8792,0.3878,service_level
2026-08-18,14,07:00,quality.voice,voice,6.46,4.0,5.54,0.9161,0.4037,service_level
2026-08-18,15,07:30,quality.voice,voice,7.12,4.0,5.54,0.8873,0.4449,service_level
2026-08-18,16,08:00,quality.voice,voice,7.59,4.0,5.54,0.8635,0.4746,service_level
2026-08-18,17,08:30,quality.voice,voice,9.18,5.0,6.92,0.9136,0.4592,service_level
2026-08-18,18,09:00,quality.voice,voice,11.61,5.0,6.92,0.8056,0.581,service_level
2026-08-18,19,09:30,quality.voice,voice,13.58,6.0,8.31,0.8583,0.5663,service_level
2026-08-18,20,10:00,quality.voice,voice,14.04,6.0,8.31,0.8392,0.5853,service_level
2026-08-18,21,10:30,quality.voice,voice,12.8,6.0,8.31,0.8875,0.5337,service_level
2026-08-18,22,11:00,quality.voice,voice,10.47,5.0,6.92,0.8632,0.5235,service_level
2026-08-18,23,11:30,quality.voice,voice,7.72,4.0,5.54,0.8562,0.483,service_level
2026-08-18,24,12:00,quality.voice,voice,4.91,3.0,4.15,0.8619,0.4097,service_level
2026-08-18,25,12:30,quality.voice,voice,3.36,3.0,4.15,0.9465,0.2801,service_level
2026-08-18,26,13:00,quality.voice,voice,5.02,3.0,4.15,0.8546,0.4186,service_level
2026-08-18,27,13:30,quality.voice,voice,8.53,4.0,5.54,0.8081,0.5334,service_level
2026-08-18,28,14:00,quality.voice,voice,11.02,5.0,6.92,0.8369,0.5514,service_level
2026-08-18,29,14:30,quality.voice,voice,11.84,6.0,8.31,0.9177,0.4935,service_level
2026-08-18,30,15:00,quality.voice,voice,11.4,5.0,6.92,0.8175,0.5702,service_level
2026-08-18,31,15:30,quality.voice,voice,10.13,5.0,6.92,0.8779,0.5066,service_level
2026-08-18,32,16:00,quality.voice,voice,8.51,4.0,5.54,0.8095,0.5321,service_level
2026-08-18,33,16:30,quality.voice,voice,7.01,4.0,5.54,0.8925,0.4381,service_level
2026-08-18,34,17:00,quality.voice,voice,5.9,4.0,5.54,0.9366,0.3689,service_level
2026-08-18,35,17:30,quality.voice,voice,5.22,3.0,4.15,0.8404,0.4351,service_level
2026-08-18,36,18:00,quality.voice,voice,4.81,3.0,4.15,0.8688,0.4011,service_level
2026-08-18,37,18:30,quality.voice,voice,4.47,3.0,4.15,0.8902,0.3728,service_level
2026-08-18,38,19:00,quality.voice,voice,4.05,3.0,4.15,0.914,0.3379,service_level
2026-08-18,39,19:30,quality.voice,voice,3.51,3.0,4.15,0.9401,0.2926,service_level
2026-08-18,40,20:00,quality.voice,voice,2.89,2.0,2.77,0.8188,0.3613,service_level
2026-08-18,41,20:30,quality.voice,voice,2.28,2.0,2.77,0.8816,0.2847,service_level
2026-08-18,42,21:00,quality.voice,voice,1.75,2.0,2.77,0.9269,0.2185,service_level
2026-08-18,43,21:30,quality.voice,voice,1.34,2.0,2.77,0.9551,0.1681,service_level
2026-08-18,44,22:00,quality.voice,voice,1.07,2.0,2.77,0.9708,0.1337,service_level
2026-08-18,45,22:30,quality.voice,voice,0.9,2.0,2.77,0.9789,0.1128,service_level
2026-08-18,46,23:00,quality.voice,voice,0.81,1.0,1.38,0.8046,0.2024,none
2026-08-18,47,23:30,quality.voice,voice,0.76,1.0,1.38,0.8159,0.1909,none
2026-08-19,0,00:00,quality.voice,voice,0.71,1.0,1.38,0.8297,0.1767,none
2026-08-19,1,00:30,quality.voice,voice,0.71,1.0,1.38,0.8297,0.1767,none
2026-08-19,2,01:00,quality.voice,voice,0.71,1.0,1.38,0.8297,0.1767,none
2026-08-19,3,01:30,quality.voice,voice,0.71,1.0,1.38,0.8297,0.1767,none
2026-08-19,4,02:00,quality.voice,voice,0.71,1.0,1.38,0.8297,0.1767,none
2026-08-19,5,02:30,quality.voice,voice,0.71,1.0,1.38,0.8297,0.1767,none
2026-08-19,6,03:00,quality.voice,voice,0.71,1.0,1.38,0.8297,0.1767,none
2026-08-19,7,03:30,quality.voice,voice,0.71,1.0,1.38,0.8296,0.1767,none
2026-08-19,8,04:00,quality.voice,voice,0.71,1.0,1.38,0.8293,0.1771,none
2026-08-19,9,04:30,quality.voice,voice,0.72,1.0,1.38,0.826,0.1804,none
2026-08-19,10,05:00,quality.voice,voice,0.82,1.0,1.38,0.8029,0.2042,none
2026-08-19,11,05:30,quality.voice,voice,1.25,2.0,2.77,0.9607,0.1565,service_level
2026-08-19,12,06:00,quality.voice,voice,2.48,2.0,2.77,0.8617,0.3103,service_level
2026-08-19,13,06:30,quality.voice,voice,4.51,3.0,4.15,0.888,0.3759,service_level
2026-08-19,14,07:00,quality.voice,voice,6.26,4.0,5.54,0.9237,0.3914,service_level
2026-08-19,15,07:30,quality.voice,voice,6.9,4.0,5.54,0.8974,0.4314,service_level
2026-08-19,16,08:00,quality.voice,voice,7.36,4.0,5.54,0.8754,0.4601,service_level
2026-08-19,17,08:30,quality.voice,voice,8.9,5.0,6.92,0.9227,0.4452,service_level
2026-08-19,18,09:00,quality.voice,voice,11.26,5.0,6.92,0.8247,0.5633,service_level
2026-08-19,19,09:30,quality.voice,voice,13.17,6.0,8.31,0.8743,0.549,service_level
2026-08-19,20,10:00,quality.voice,voice,13.61,6.0,8.31,0.8571,0.5674,service_level
2026-08-19,21,10:30,quality.voice,voice,12.41,6.0,8.31,0.9005,0.5174,service_level
2026-08-19,22,11:00,quality.voice,voice,10.15,5.0,6.92,0.8771,0.5076,service_level
2026-08-19,23,11:30,quality.voice,voice,7.49,4.0,5.54,0.8687,0.4683,service_level
2026-08-19,24,12:00,quality.voice,voice,4.76,3.0,4.15,0.8719,0.3972,service_level
2026-08-19,25,12:30,quality.voice,voice,3.26,3.0,4.15,0.9506,0.2715,service_level
2026-08-19,26,13:00,quality.voice,voice,4.87,3.0,4.15,0.865,0.4058,service_level
2026-08-19,27,13:30,quality.voice,voice,8.27,4.0,5.54,0.8245,0.5172,service_level
2026-08-19,28,14:00,quality.voice,voice,10.69,5.0,6.92,0.8532,0.5345,service_level
2026-08-19,29,14:30,quality.voice,voice,11.48,5.0,6.92,0.8133,0.5741,service_level
2026-08-19,30,15:00,quality.voice,voice,11.05,5.0,6.92,0.8355,0.5528,service_level
2026-08-19,31,15:30,quality.voice,voice,9.82,5.0,6.92,0.8904,0.4912,service_level
2026-08-19,32,16:00,quality.voice,voice,8.25,4.0,5.54,0.8258,0.5158,service_level
2026-08-19,33,16:30,quality.voice,voice,6.79,4.0,5.54,0.9021,0.4247,service_level
2026-08-19,34,17:00,quality.voice,voice,5.72,3.0,4.15,0.8017,0.4769,service_level
2026-08-19,35,17:30,quality.voice,voice,5.06,3.0,4.15,0.8518,0.4218,service_level
2026-08-19,36,18:00,quality.voice,voice,4.66,3.0,4.15,0.8783,0.3889,service_level
2026-08-19,37,18:30,quality.voice,voice,4.34,3.0,4.15,0.8983,0.3615,service_level
2026-08-19,38,19:00,quality.voice,voice,3.93,3.0,4.15,0.9204,0.3276,service_level
2026-08-19,39,19:30,quality.voice,voice,3.4,3.0,4.15,0.9447,0.2837,service_level
2026-08-19,40,20:00,quality.voice,voice,2.8,2.0,2.77,0.8284,0.3503,service_level
2026-08-19,41,20:30,quality.voice,voice,2.21,2.0,2.77,0.888,0.276,service_level
2026-08-19,42,21:00,quality.voice,voice,1.69,2.0,2.77,0.9309,0.2119,service_level
2026-08-19,43,21:30,quality.voice,voice,1.3,2.0,2.77,0.9576,0.1629,service_level
2026-08-19,44,22:00,quality.voice,voice,1.04,2.0,2.77,0.9725,0.1297,service_level
2026-08-19,45,22:30,quality.voice,voice,0.87,2.0,2.77,0.9801,0.1093,service_level
2026-08-19,46,23:00,quality.voice,voice,0.78,1.0,1.38,0.8107,0.1962,none
2026-08-19,47,23:30,quality.voice,voice,0.74,1.0,1.38,0.8215,0.1851,none
2026-08-20,0,00:00,quality.voice,voice,0.69,1.0,1.38,0.8329,0.1733,none
2026-08-20,1,00:30,quality.voice,voice,0.69,1.0,1.38,0.8329,0.1733,none
2026-08-20,2,01:00,quality.voice,voice,0.69,1.0,1.38,0.8329,0.1733,none
2026-08-20,3,01:30,quality.voice,voice,0.69,1.0,1.38,0.8329,0.1733,none
2026-08-20,4,02:00,quality.voice,voice,0.69,1.0,1.38,0.8329,0.1733,none
2026-08-20,5,02:30,quality.voice,voice,0.69,1.0,1.38,0.8329,0.1733,none
2026-08-20,6,03:00,quality.voice,voice,0.69,1.0,1.38,0.8329,0.1733,none
2026-08-20,7,03:30,quality.voice,voice,0.69,1.0,1.38,0.8329,0.1734,none
2026-08-20,8,04:00,quality.voice,voice,0.69,1.0,1.38,0.8325,0.1737,none
2026-08-20,9,04:30,quality.voice,voice,0.71,1.0,1.38,0.8293,0.177,none
2026-08-20,10,05:00,quality.voice,voice,0.8,1.0,1.38,0.8067,0.2003,none
2026-08-20,11,05:30,quality.voice,voice,1.23,2.0,2.77,0.9621,0.1535,service_level
2026-08-20,12,06:00,quality.voice,voice,2.43,2.0,2.77,0.8664,0.3045,service_level
2026-08-20,13,06:30,quality.voice,voice,4.42,3.0,4.15,0.8931,0.3689,service_level
2026-08-20,14,07:00,quality.voice,voice,6.14,4.0,5.54,0.9281,0.3841,service_level
2026-08-20,15,07:30,quality.voice,voice,6.77,4.0,5.54,0.9031,0.4233,service_level
2026-08-20,16,08:00,quality.voice,voice,7.22,4.0,5.54,0.8823,0.4515,service_level
2026-08-20,17,08:30,quality.voice,voice,8.73,5.0,6.92,0.9278,0.4369,service_level
2026-08-20,18,09:00,quality.voice,voice,11.05,5.0,6.92,0.8355,0.5527,service_level
2026-08-20,19,09:30,quality.voice,voice,12.92,6.0,8.31,0.8833,0.5387,service_level
2026-08-20,20,10:00,quality.voice,voice,13.36,6.0,8.31,0.8672,0.5568,service_level
2026-08-20,21,10:30,quality.voice,voice,12.18,6.0,8.31,0.9077,0.5077,service_level
2026-08-20,22,11:00,quality.voice,voice,9.96,5.0,6.92,0.8849,0.498,service_level
2026-08-20,23,11:30,quality.voice,voice,7.35,4.0,5.54,0.8759,0.4595,service_level
2026-08-20,24,12:00,quality.voice,voice,4.67,3.0,4.15,0.8777,0.3897,service_level
2026-08-20,25,12:30,quality.voice,voice,3.2,3.0,4.15,0.9529,0.2664,service_level
2026-08-20,26,13:00,quality.voice,voice,4.78,3.0,4.15,0.8711,0.3982,service_level
2026-08-20,27,13:30,quality.voice,voice,8.11,4.0,5.54,0.8339,0.5074,service_level
2026-08-20,28,14:00,quality.voice,voice,10.48,5.0,6.92,0.8624,0.5245,service_level
2026-08-20,29,14:30,quality.voice,voice,11.26,5.0,6.92,0.8247,0.5633,service_level
2026-08-20,30,15:00,quality.voice,voice,10.84,5.0,6.92,0.8457,0.5424,service_level
2026-08-20,31,15:30,quality.voice,voice,9.63,5.0,6.92,0.8974,0.482,service_level
2026-08-20,32,16:00,quality.voice,voice,8.09,4.0,5.54,0.8351,0.5061,service_level
2026-08-20,33,16:30,quality.voice,voice,6.66,4.0,5.54,0.9076,0.4167,service_level
2026-08-20,34,17:00,quality.voice,voice,5.61,3.0,4.15,0.8104,0.4679,service_level
2026-08-20,35,17:30,quality.voice,voice,4.96,3.0,4.15,0.8585,0.4139,service_level
2026-08-20,36,18:00,quality.voice,voice,4.58,3.0,4.15,0.8838,0.3816,service_level
2026-08-20,37,18:30,quality.voice,voice,4.25,3.0,4.15,0.9029,0.3547,service_level
2026-08-20,38,19:00,quality.voice,voice,3.85,3.0,4.15,0.9241,0.3214,service_level
2026-08-20,39,19:30,quality.voice,voice,3.34,3.0,4.15,0.9473,0.2784,service_level
2026-08-20,40,20:00,quality.voice,voice,2.75,2.0,2.77,0.8341,0.3437,service_level
2026-08-20,41,20:30,quality.voice,voice,2.17,2.0,2.77,0.8918,0.2708,service_level
2026-08-20,42,21:00,quality.voice,voice,1.66,2.0,2.77,0.9333,0.2079,service_level
2026-08-20,43,21:30,quality.voice,voice,1.28,2.0,2.77,0.9591,0.1599,service_level
2026-08-20,44,22:00,quality.voice,voice,1.02,2.0,2.77,0.9734,0.1272,service_level
2026-08-20,45,22:30,quality.voice,voice,0.86,2.0,2.77,0.9808,0.1073,service_level
2026-08-20,46,23:00,quality.voice,voice,0.77,1.0,1.38,0.8142,0.1925,none
2026-08-20,47,23:30,quality.voice,voice,0.73,1.0,1.38,0.8249,0.1816,none
2026-08-21,0,00:00,quality.voice,voice,0.72,1.0,1.38,0.8271,0.1794,none
2026-08-21,1,00:30,quality.voice,voice,0.72,1.0,1.38,0.8271,0.1794,none
2026-08-21,2,01:00,quality.voice,voice,0.72,1.0,1.38,0.8271,0.1794,none
2026-08-21,3,01:30,quality.voice,voice,0.72,1.0,1.38,0.8271,0.1794,none
2026-08-21,4,02:00,quality.voice,voice,0.72,1.0,1.38,0.8271,0.1794,none
2026-08-21,5,02:30,quality.voice,voice,0.72,1.0,1.38,0.8271,0.1794,none
2026-08-21,6,03:00,quality.voice,voice,0.72,1.0,1.38,0.8271,0.1794,none
2026-08-21,7,03:30,quality.voice,voice,0.72,1.0,1.38,0.827,0.1794,none
2026-08-21,8,04:00,quality.voice,voice,0.72,1.0,1.38,0.8267,0.1798,none
2026-08-21,9,04:30,quality.voice,voice,0.73,1.0,1.38,0.8233,0.1832,none
2026-08-21,10,05:00,quality.voice,voice,0.83,2.0,2.77,0.982,0.1036,service_level
2026-08-21,11,05:30,quality.voice,voice,1.27,2.0,2.77,0.9596,0.1589,service_level
2026-08-21,12,06:00,quality.voice,voice,2.52,2.0,2.77,0.8579,0.3151,service_level
2026-08-21,13,06:30,quality.voice,voice,4.58,3.0,4.15,0.8837,0.3817,service_level
2026-08-21,14,07:00,quality.voice,voice,6.36,4.0,5.54,0.9201,0.3974,service_level
2026-08-21,15,07:30,quality.voice,voice,7.0,4.0,5.54,0.8925,0.438,service_level
2026-08-21,16,08:00,quality.voice,voice,7.47,4.0,5.54,0.8697,0.4672,service_level
2026-08-21,17,08:30,quality.voice,voice,9.04,5.0,6.92,0.9183,0.4521,service_level
2026-08-21,18,09:00,quality.voice,voice,11.43,5.0,6.92,0.8156,0.5719,service_level
2026-08-21,19,09:30,quality.voice,voice,13.37,6.0,8.31,0.8667,0.5574,service_level
2026-08-21,20,10:00,quality.voice,voice,13.82,6.0,8.31,0.8486,0.5761,service_level
2026-08-21,21,10:30,quality.voice,voice,12.6,6.0,8.31,0.8943,0.5253,service_level
2026-08-21,22,11:00,quality.voice,voice,10.3,5.0,6.92,0.8705,0.5153,service_level
2026-08-21,23,11:30,quality.voice,voice,7.6,4.0,5.54,0.8627,0.4755,service_level
2026-08-21,24,12:00,quality.voice,voice,4.84,3.0,4.15,0.8671,0.4033,service_level
2026-08-21,25,12:30,quality.voice,voice,3.31,3.0,4.15,0.9486,0.2757,service_level
2026-08-21,26,13:00,quality.voice,voice,4.94,3.0,4.15,0.86,0.412,service_level
2026-08-21,27,13:30,quality.voice,voice,8.4,4.0,5.54,0.8166,0.5251,service_level
2026-08-21,28,14:00,quality.voice,voice,10.85,5.0,6.92,0.8454,0.5427,service_level
2026-08-21,29,14:30,quality.voice,voice,11.65,5.0,6.92,0.8036,0.5829,service_level
2026-08-21,30,15:00,quality.voice,voice,11.22,5.0,6.92,0.8269,0.5612,service_level
2026-08-21,31,15:30,quality.voice,voice,9.97,5.0,6.92,0.8844,0.4987,service_level
2026-08-21,32,16:00,quality.voice,voice,8.38,4.0,5.54,0.818,0.5237,service_level
2026-08-21,33,16:30,quality.voice,voice,6.9,4.0,5.54,0.8975,0.4312,service_level
2026-08-21,34,17:00,quality.voice,voice,5.81,4.0,5.54,0.9397,0.3631,service_level
2026-08-21,35,17:30,quality.voice,voice,5.14,3.0,4.15,0.8463,0.4283,service_level
2026-08-21,36,18:00,quality.voice,voice,4.74,3.0,4.15,0.8737,0.3949,service_level
2026-08-21,37,18:30,quality.voice,voice,4.4,3.0,4.15,0.8944,0.367,service_level
2026-08-21,38,19:00,quality.voice,voice,3.99,3.0,4.15,0.9173,0.3326,service_level
2026-08-21,39,19:30,quality.voice,voice,3.45,3.0,4.15,0.9425,0.2881,service_level
2026-08-21,40,20:00,quality.voice,voice,2.84,2.0,2.77,0.8237,0.3557,service_level
2026-08-21,41,20:30,quality.voice,voice,2.24,2.0,2.77,0.8849,0.2802,service_level
2026-08-21,42,21:00,quality.voice,voice,1.72,2.0,2.77,0.929,0.2151,service_level
2026-08-21,43,21:30,quality.voice,voice,1.32,2.0,2.77,0.9564,0.1654,service_level
2026-08-21,44,22:00,quality.voice,voice,1.05,2.0,2.77,0.9716,0.1316,service_level
2026-08-21,45,22:30,quality.voice,voice,0.89,2.0,2.77,0.9795,0.111,service_level
2026-08-21,46,23:00,quality.voice,voice,0.8,1.0,1.38,0.8077,0.1992,none
2026-08-21,47,23:30,quality.voice,voice,0.75,1.0,1.38,0.8188,0.1879,none
2026-08-22,0,00:00,quality.voice,voice,0.55,1.0,1.38,0.8671,0.1381,none
2026-08-22,1,00:30,quality.voice,voice,0.55,1.0,1.38,0.8671,0.1381,none
2026-08-22,2,01:00,quality.voice,voice,0.55,1.0,1.38,0.8671,0.1381,none
2026-08-22,3,01:30,quality.voice,voice,0.55,1.0,1.38,0.8671,0.1381,none
2026-08-22,4,02:00,quality.voice,voice,0.55,1.0,1.38,0.8671,0.1381,none
2026-08-22,5,02:30,quality.voice,voice,0.55,1.0,1.38,0.8671,0.1381,none
2026-08-22,6,03:00,quality.voice,voice,0.55,1.0,1.38,0.8671,0.1381,none
